,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume
0,0,2010-01-04,1.0,1.0,1.0,1.0,1.0,1.0
1,1,2010-01-05,1.005481928501148,1.005081641215166,1.004096374423204,1.0017289846915183,1.00172884503977,1.2190980650137242
2,2,2010-01-06,1.0044511643161689,1.0034033381222691,0.9923251153592617,0.9857951118469273,0.9857949755649886,1.1183449402263912
3,3,2010-01-07,0.9921285667431945,0.988345081150399,0.9843205009887938,0.9839727109564119,0.9839724126031011,0.9663815983485697
4,4,2010-01-08,0.9853347326992458,0.988345081150399,0.9843676994067238,0.990514461586448,0.9905142881098538,0.9065909761132409
5,5,2010-01-09,0.9853347326992458,0.988345081150399,0.9843676994067238,0.990514461586448,0.9905142881098538,0.0
6,6,2010-01-10,0.9853347326992458,0.988345081150399,0.9843676994067238,0.990514461586448,0.9905142881098538,0.0
7,7,2010-01-11,0.9970482125286979,0.9930070486902395,0.98149545154911,0.9817766452699087,0.9817764968817905,0.9361998956513848
8,8,2010-01-12,0.98013394555592,0.9779487917183699,0.9719371127224784,0.9706088302643368,0.9706088748593852,1.2040185559059047
9,9,2010-01-13,0.9739493604460477,0.9833566427359122,0.9610133157547791,0.9842997984879138,0.9842995899195363,1.227173740444162
10,10,2010-01-14,0.9844446047884551,0.9811655937031457,0.984179301252472,0.9785991861538876,0.9785988973182699,0.8767835673615679
11,11,2010-01-15,0.9882865201705477,0.9864802419200089,0.9693473961766644,0.9622448095787975,0.9622445882836497,1.2032245990517887
12,12,2010-01-16,0.9882865201705477,0.9864802419200089,0.9693473961766644,0.9622448095787975,0.9622445882836497,0.0
13,13,2010-01-17,0.9882865201705477,0.9864802419200089,0.9693473961766644,0.9622448095787975,0.9622445882836497,0.0
14,14,2010-01-18,0.9882865201705477,0.9864802419200089,0.9693473961766644,0.9622448095787975,0.9622445882836497,0.0
15,15,2010-01-19,0.9761045588717614,1.003216801984776,0.9757981542518126,1.0048128967735301,1.0048127266811735,1.4785574938184787
16,16,2010-01-20,1.006934339127583,1.0048951050776729,0.9864394199077124,0.9893463665939487,0.9893462316737412,1.2398543656284735
