,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume
0,0,2010-01-04,1.0,1.0,1.0,1.0,1.0,1.0
1,1,2010-01-05,0.9945765920223933,0.9959804265648227,0.986643199063508,0.987903190743338,0.987903019160187,1.670636751643788
2,2,2010-01-06,0.9858292162351295,0.9863683332272515,0.9838312483714851,0.9875526297335203,0.9875523914086398,1.3889001038182027
3,3,2010-01-07,0.9854793911826453,0.9851449847904583,0.9797890692517023,0.9850981416549789,0.9850978478809933,0.9541613796285615
4,4,2010-01-08,0.9702589223233031,0.9723872431881425,0.9622143774265597,0.9668653927068724,0.9668654038229618,2.070048448494636
5,5,2010-01-09,0.9702589223233031,0.9723872431881425,0.9622143774265597,0.9668653927068724,0.9668654038229618,0.0
6,6,2010-01-10,0.9702589223233031,0.9723872431881425,0.9622143774265597,0.9668653927068724,0.9668654038229618,0.0
7,7,2010-01-11,0.9648355843247026,0.986543132242463,0.9630931120178168,0.9865007012622722,0.9865004583983927,2.06500173030338
8,8,2010-01-12,0.9812806158152555,0.996155155674409,0.9852372588668803,0.9971949859747546,0.9971949282320169,1.6776588995270505
9,9,2010-01-13,0.9947515745276417,1.0036700103575669,0.9963092444179527,0.999824649368864,0.9998245119796073,1.0927875187449534
10,10,2010-01-14,0.9979006298110568,1.0005242572343847,0.9977152549133479,1.0015778751753157,1.001577650737343,0.8934565693851655
11,11,2010-01-15,0.9963261021693494,1.0022718629055622,0.9848857298809937,0.986851332398317,0.9868510363943346,1.9798131272349753
12,12,2010-01-16,0.9963261021693494,1.0022718629055622,0.9848857298809937,0.986851332398317,0.9868510363943346,0.0
13,13,2010-01-17,0.9963261021693494,1.0022718629055622,0.9848857298809937,0.986851332398317,0.9868510363943346,0.0
14,14,2010-01-18,0.9963261021693494,1.0022718629055622,0.9848857298809937,0.986851332398317,0.9868510363943346,0.0
15,15,2010-01-19,0.9835549685094472,0.9872422234448717,0.9827767317125929,0.9891303997194951,0.9891302909240103,1.0537115007497981
16,16,2010-01-20,0.9825052484254724,0.9854945478680689,0.9717047110121366,0.9730014025245441,0.973001165574813,1.356139693159534
17,17,2010-01-21,0.9718334499650105,0.9713386937665609,0.952372514855096,0.9531907082748947,0.9531903244453568,1.9751989848886837
18,18,2010-01-22,0.9508397130860742,0.958755646321019,0.9486818647211998,0.9509116760168304,0.950911467960525,1.6979611258507326
19,19,2010-01-23,0.9508397130860742,0.958755646321019,0.9486818647211998,0.9509116760168304,0.950911467960525,0.0
20,20,2010-01-24,0.9508397130860742,0.958755646321019,0.9486818647211998,0.9509116760168304,0.950911467960525,0.0
21,21,2010-01-25,0.9532890482855145,0.9531631963242504,0.9469244306880693,0.9528400771388499,0.9528402440054695,1.2150478717268427
22,22,2010-01-26,0.9459412176347096,0.9524641400746543,0.9467486134710504,0.9491584852734923,0.9491581301803669,1.1185690391048564
23,23,2010-01-27,0.9447165850244927,0.9552603650730386,0.9437609510101599,0.9556451262272089,0.9556449177286088,1.4718248932979583
24,24,2010-01-28,0.9571378586424073,0.958406118196221,0.951318103644355,0.9498597475455821,0.9498598334839103,1.507180759026416
25,25,2010-01-29,0.9524142407277817,0.9601537238673986,0.9472759245245721,0.9510869565217391,0.9510869062253118,1.5966951205444688
26,26,2010-01-30,0.9524142407277817,0.9601537238673986,0.9472759245245721,0.9510869565217391,0.9510869062253118,0.0
27,27,2010-01-31,0.9524142407277817,0.9601537238673986,0.9472759245245721,0.9510869565217391,0.9510869062253118,0.0
28,28,2010-02-01,0.9536388733379986,0.953512759401861,0.9490333585577027,0.9533660939691445,0.9533659617325658,1.0466605144768717
29,29,2010-02-02,0.9539887683694892,0.9648723885049847,0.9516695974808578,0.9651122019635343,0.9651122153096204,1.2176000692121351
